21,62,58,26,10
15,0,49,32,70
61,94,73,15,86
97,50,7,33,38
46,29,36,57,25
26,63,43,37,67
25,89,62,83,2
31,8,50,27,36
77,15,82,68,92
87,11,39,11,60
73,82,12,95,16
100,50,1,51,79
3,6,68,49,80
58,18,1,24,11
22,68,37,87,62
15,24,26,64,39
30,87,57,94,98
21,34,10,91,18
50,41,74,69,25
69,22,31,22,87
10,22,59,16,8
57,59,14,99,58
84,17,67,81,34
65,40,25,50,70
75,6,72,91,51
61,8,29,81,6
51,34,89,39,32
87,87,63,87,87
26,71,11,6,11
86,12,73,95,60
9,57,8,95,17
18,34,20,79,94
14,3,20,53,73
93,34,97,27,84
68,51,68,8,6
60,28,22,74,13
68,35,10,66,68
52,42,53,50,71
100,40,75,79,28
51,65,25,52,92
86,43,64,17,15
36,7,58,47,75
38,61,22,75,88
96,43,82,75,79
66,86,57,40,5
99,68,6,21,76
33,91,54,68,39
91,59,73,66,91
92,28,53,80,13
32,72,42,52,37
79,61,24,30,60
81,46,48,75,62
42,47,55,90,32
70,43,0,61,49
31,0,64,10,2
16,63,88,15,30
27,67,15,16,79
41,38,37,60,36
69,17,34,63,10
25,27,12,73,49
1,52,95,34,94
31,53,16,88,5
40,94,58,12,82
48,85,29,7,79
20,26,86,77,48
75,100,32,70,45
77,34,57,81,94
11,66,15,51,86
36,39,8,99,94
50,72,61,67,84
0,98,47,53,29
76,56,46,91,73
10,1,8,32,57
88,94,93,88,64
10,54,17,20,53
85,39,82,39,36
33,18,39,39,99
55,41,17,14,60
30,19,38,5,97
25,21,91,2,69
54,80,44,62,95
1,46,45,86,22
39,69,12,94,40
80,37,90,68,94
61,22,23,79,10
14,50,82,70,92
39,95,3,2,4
24,10,90,57,81
1,35,20,53,39
100,47,1,56,43
27,69,89,18,11
78,44,43,62,82
0,23,17,45,72
43,10,27,5,20
14,39,20,11,39
84,99,0,25,20
48,96,12,19,86
17,49,70,94,73
94,99,72,59,63
46,30,45,52,49
18,22,71,92,7
90,2,40,65,36
25,86,67,60,44
75,73,34,80,60
59,3,22,69,75
57,69,53,4,74
84,91,56,45,8
43,1,62,59,55
70,73,77,78,48
67,38,99,18,20
4,49,98,15,4
78,34,96,50,52
17,45,38,56,45
21,19,88,29,26
64,39,22,57,49
39,9,82,10,44
18,61,30,89,84
12,89,45,100,85
69,64,28,66,36
11,85,33,12,27
20,29,75,13,82
62,20,31,45,76
78,52,47,78,8
3,57,69,35,63
74,71,90,38,53
50,93,37,36,38
91,11,80,32,64
60,18,0,36,1
19,48,14,2,17
31,70,66,69,38
83,34,61,29,12
75,30,65,2,20
15,48,77,7,100
76,41,48,72,84
51,48,26,90,100
4,7,31,89,73
78,51,8,32,16
88,56,74,2,78
64,56,95,92,29
20,77,65,6,9
31,53,56,11,85
23,23,84,51,35
16,2,98,24,26
94,44,31,86,68
2,39,66,37,41
52,46,99,74,12
43,32,27,48,58
52,6,44,83,7
95,64,86,51,39
37,76,66,85,41
26,34,57,3,63
93,61,44,28,28
14,13,79,78,5
24,67,86,31,31
85,11,8,62,47
64,8,54,79,62
68,84,88,35,25
87,14,45,13,53
37,18,45,79,70
74,45,27,22,51
43,62,8,69,86
3,13,83,65,8
33,43,83,20,89
78,2,7,46,69
34,76,16,97,20
56,77,85,38,28
20,30,61,33,14
65,14,3,33,23
5,53,69,6,90
98,58,79,63,90
91,91,82,76,0
33,56,15,33,7
25,74,69,37,17
8,34,42,84,76
86,87,50,95,20
79,96,93,37,37
33,86,51,84,54
100,80,20,6,65
3,79,54,58,85
39,91,12,94,3
58,76,28,17,32
51,72,76,94,2
70,41,35,24,37
35,95,72,92,93
12,15,76,45,33
83,52,69,86,21
89,71,19,75,51
0,41,53,22,7
40,6,14,90,11
71,23,73,37,27
31,35,48,80,41
84,48,11,92,95
13,34,55,10,23
55,23,36,19,78
75,80,18,64,45
52,61,97,21,22
96,85,53,28,65
62,61,89,20,24
2,19,1,8,77
94,90,58,85,79
92,61,62,4,82
11,24,78,96,13
8,74,25,65,5
52,57,42,38,35
52,21,73,90,7
23,60,75,64,44
42,22,28,94,31
3,17,6,91,89
27,77,53,67,66
40,31,88,17,39
42,91,58,20,80
93,55,14,58,56
60,3,7,43,78
72,26,53,68,50
67,2,41,73,76
89,59,41,67,38
3,15,83,72,34
25,19,7,75,38
47,53,97,25,2
18,51,4,48,67
95,87,56,95,37
94,42,76,38,49
5,71,83,87,46
52,24,38,24,24
64,13,18,27,85
16,67,53,43,51
94,56,48,34,73
35,6,87,32,2
43,53,8,88,93
72,16,89,58,64
94,80,25,12,16
58,15,45,13,11
43,3,25,86,0
12,0,16,75,76
30,79,81,95,86
79,49,5,88,88
23,5,51,95,92
2,80,11,47,12
68,37,67,77,61
41,82,20,48,46
28,35,10,15,61
42,89,57,2,18
39,30,53,82,57
67,73,68,40,95
77,75,46,23,23
18,25,96,44,76
34,41,2,75,17
13,2,94,100,92
22,3,70,26,27
86,14,57,42,98
36,22,88,88,58
18,89,40,19,94
34,90,47,74,10
24,14,16,54,51
27,13,29,58,47
20,32,24,81,85
51,5,57,1,15
71,81,88,56,27
38,97,34,89,73
28,8,45,100,65
57,31,33,99,57
95,80,89,98,13
93,66,21,22,45
15,42,9,82,87
87,87,68,95,57
90,25,66,50,21
40,74,20,89,14
33,36,36,96,32
1,26,95,77,92
58,60,87,78,64
85,78,90,65,74
67,21,51,50,55
40,78,19,54,56
44,58,53,39,46
70,47,82,29,73
25,86,49,11,71
62,88,30,95,44
54,27,76,87,70
76,94,19,40,26
27,66,81,6,0
37,91,21,80,39
51,23,78,82,39
19,12,76,20,98
5,33,17,13,2
38,90,21,1,52
20,34,61,75,1
48,55,93,14,12
25,48,28,92,97
58,28,20,48,16
84,16,34,28,79
35,86,34,72,92
80,58,92,49,83
36,28,57,88,82
96,80,45,60,10
15,7,32,88,89
91,79,66,10,74
89,84,17,34,23
66,5,81,64,10
7,64,78,38,34
87,42,61,46,73
49,34,48,6,76
68,47,53,88,65
17,26,70,87,79
46,20,91,48,94
76,10,9,6,59
6,23,100,47,71
76,55,30,4,69
88,58,86,1,49
32,33,91,36,95
77,33,8,87,7
97,44,61,39,93
97,11,96,80,97
78,13,2,78,43
11,21,51,5,6
84,19,99,6,19
65,73,77,91,67
21,26,21,71,13
73,64,19,17,31
34,44,37,34,89
50,75,65,57,97
61,11,35,60,32
75,96,65,93,94
20,65,66,34,83
33,53,26,40,11
25,82,40,29,66
77,47,10,94,6
3,17,54,37,95
52,80,21,78,17
88,38,97,91,30
75,67,66,2,80
69,77,37,16,53
99,60,34,13,75
48,66,51,74,65
99,58,2,47,41
70,31,22,82,25
80,93,58,86,10
95,66,43,12,56
33,94,94,24,74
33,97,75,59,91
6,42,84,6,94
52,55,38,91,90
83,66,63,36,6
56,99,55,22,6
82,30,57,38,21
87,87,82,12,19
26,30,90,87,30
13,76,82,95,57
74,78,85,75,1
61,86,58,0,12
65,37,1,38,89
11,66,43,1,97
93,48,46,4,87
7,94,14,1,46
88,33,28,97,64
78,31,42,15,4
52,1,89,40,100
94,72,29,71,93
81,66,10,25,0
18,94,97,31,55
44,4,20,56,50
20,2,93,29,83
19,34,63,92,84
3,91,85,25,79
8,87,8,32,35
44,84,53,64,65
62,39,19,3,88
50,70,100,98,84
86,77,83,3,67
82,48,18,15,11
5,47,20,9,73
51,100,50,63,6
10,85,62,69,68
1,77,82,90,12
46,7,25,30,27
40,8,65,44,14
47,4,13,15,24
89,94,73,81,1
75,76,0,42,29
35,48,53,72,76
63,31,36,50,60
37,91,39,29,11
82,18,90,41,78
70,95,88,53,37
16,85,2,60,46
97,14,46,4,3
69,45,52,77,0
51,18,45,21,27
9,72,46,13,48
18,95,64,37,24
21,25,55,78,48
39,98,41,75,45
5,94,98,49,73
21,34,86,84,9
72,83,20,10,24
73,68,20,1,83
66,70,45,90,59
58,55,25,36,83
79,77,17,53,90
25,50,97,12,17
10,75,19,68,68
43,14,76,91,7
10,44,70,87,30
23,35,90,30,62
44,68,59,92,18
43,47,15,17,56
81,4,23,37,44
67,39,34,54,57
84,83,46,87,50
7,60,30,36,71
82,6,57,19,87
98,4,83,5,86
12,1,22,24,22
65,24,62,53,23
91,74,48,57,10
55,88,79,17,34
54,95,83,39,14
100,78,93,49,76
9,25,52,46,3
9,59,14,81,24
93,23,77,22,45
93,92,15,30,38
23,56,76,43,62
79,30,9,40,61
28,35,25,91,6
21,69,74,23,49
45,69,95,94,21
40,94,3,51,29
38,76,88,92,46
23,44,61,88,96
16,13,86,73,98
11,16,88,31,95
61,63,74,79,95
8,2,89,4,98
40,85,19,82,35
90,26,62,100,98
2,53,58,50,56
76,44,16,84,24
16,81,48,39,11
30,37,17,44,9
15,16,60,19,81
76,10,2,20,5
97,54,66,59,22
5,31,17,40,15
76,64,12,58,40
56,93,70,2,47
90,73,15,40,8
17,42,62,13,54
79,82,14,94,57
85,43,95,33,58
26,20,88,51,21
27,31,28,15,15
3,95,8,86,51
36,95,19,67,29
17,67,52,56,87
13,26,56,72,3
65,49,40,21,95
81,81,25,46,10
32,12,29,26,69
0,91,33,65,39
80,66,23,47,98
89,42,56,51,0
40,3,15,68,20
16,52,76,33,17
50,82,29,28,83
45,14,80,3,6
63,32,90,2,54
42,20,12,40,47
96,1,86,21,4
5,69,10,88,47
62,56,2,97,46
13,15,72,5,73
30,60,29,69,97
19,54,83,45,45
29,4,62,76,92
36,45,100,3,48
9,83,4,27,92
7,73,49,63,34
71,46,21,75,22
16,38,4,1,51
20,60,21,70,74
76,83,96,26,21
78,74,64,59,86
33,98,79,68,46
13,65,33,84,53
56,72,4,50,1
56,89,64,84,25
17,54,84,92,10
42,2,36,17,39
44,33,88,51,30
3,38,94,91,72
22,1,92,89,70
40,99,8,68,62
90,0,73,92,5
93,4,40,15,92
45,26,96,75,42
75,83,93,16,36
58,23,75,5,54
97,40,4,46,45
39,19,78,97,92
58,37,28,77,27
92,36,50,96,20
62,13,67,10,28
63,57,1,99,36
68,8,41,11,37
7,66,56,79,5
89,30,86,83,78
76,5,18,25,76
19,95,72,32,69
90,45,75,17,48
94,21,30,4,78
69,52,100,73,66
93,45,56,79,58
93,68,20,67,59
57,62,62,42,19
73,52,84,17,49
71,4,71,52,38
17,97,60,22,10
75,21,92,61,52
37,87,84,46,70
61,65,38,67,100
73,31,100,82,89
83,78,4,60,97
9,57,11,54,66
12,67,40,59,99
95,92,97,51,68
0,80,17,50,74
81,25,38,14,0
80,70,57,84,33
41,93,1,72,13
83,12,87,52,16
30,13,6,56,93
41,57,36,33,49
60,39,71,53,5
96,28,3,3,86
27,3,100,85,73
85,17,89,5,94
44,15,48,83,97
60,45,20,71,44
23,44,20,82,68
81,63,46,19,35
10,81,13,18,51
72,8,74,89,100
89,31,52,58,49
12,64,58,78,24
92,84,99,24,25
89,32,13,83,15
48,95,31,87,2
62,96,1,20,33
67,92,61,64,53
74,41,94,61,56
4,27,15,68,24
77,29,53,8,52
60,26,70,78,21
26,26,56,73,87
85,90,28,76,6
49,47,0,46,3
52,27,91,1,11
43,12,41,24,76
57,25,92,37,11
24,75,58,0,17
73,69,34,94,52
43,68,34,53,96
10,27,87,54,17
83,13,8,57,41
61,55,74,21,58
34,77,27,95,1
14,33,3,62,62
60,81,84,61,100
14,18,42,68,97
12,42,7,67,50
6,66,38,83,57
82,98,29,52,72
27,14,54,65,83
58,1,87,41,31
21,2,48,9,23
13,73,61,89,76
56,44,55,52,84
84,9,14,73,47
45,80,71,74,1
25,83,55,65,9
68,70,73,98,91
81,32,60,22,75
23,25,93,63,65
86,63,5,20,49
82,91,81,36,88
75,41,42,58,97
89,19,63,28,59
12,0,34,72,83
0,72,65,22,30
63,12,27,2,35
96,70,22,61,53
12,77,81,92,48
75,3,46,16,36
44,88,82,27,72
56,36,43,6,17
98,68,90,28,44
50,40,16,27,67
18,21,57,8,98
58,30,88,98,89
63,47,48,95,9
2,12,59,24,46
45,100,38,54,71
78,47,98,96,98
68,64,83,6,95
44,15,41,86,28
69,22,54,4,90
51,65,55,5,85
33,94,11,60,3
61,68,91,47,17
80,79,83,80,24
98,84,36,17,70
44,6,79,96,92
30,90,56,17,74
42,26,55,13,49
67,12,81,66,28
84,29,63,68,24
69,96,1,98,82
35,8,97,30,53
97,76,36,23,11
75,4,98,57,70
43,38,2,14,85
83,85,7,34,26
77,77,8,3,54
51,76,41,39,34
97,26,72,89,24
35,30,83,67,46
15,54,22,33,64
28,66,35,16,36
30,78,8,37,43
73,83,94,47,7
9,96,18,100,14
100,51,93,76,1
44,28,55,20,65
71,15,24,46,81
14,72,0,24,58
46,19,25,92,63
45,65,65,21,49
100,14,96,62,80
71,39,33,100,7
90,97,7,87,18
59,35,73,10,24
62,57,87,27,50
72,30,55,92,39
38,84,64,34,83
37,82,43,84,92
17,27,66,43,47
69,65,65,47,18
20,15,63,7,87
3,48,28,22,1
91,66,45,94,41
23,55,82,16,80
24,88,43,85,57
36,38,94,12,76
64,62,74,3,36
26,32,47,71,41
62,40,63,15,93
39,38,97,85,8
99,1,58,69,59
67,100,64,3,65
43,62,24,87,77
66,16,16,54,83
78,57,2,1,15
78,67,91,39,58
27,17,16,84,97
30,74,100,25,40
2,61,65,97,76
3,60,29,71,25
26,38,53,27,42
22,79,23,29,10
17,53,9,1,4
11,84,59,97,42
52,13,93,68,38
23,55,86,62,90
80,87,36,54,20
100,55,99,25,87
64,72,36,33,29
24,15,15,26,79
28,52,94,9,48
90,13,15,52,13
35,23,13,73,75
73,84,48,20,90
85,91,17,31,11
52,24,3,80,91
68,91,21,80,81
59,53,33,48,27
44,94,80,78,28
92,95,30,99,70
17,34,37,55,51
56,55,75,15,53
50,73,36,58,88
14,23,29,82,8
86,87,79,92,3
20,58,98,74,44
98,79,86,92,79
32,53,95,2,69
90,11,61,7,57
83,36,89,9,19
68,31,2,18,2
16,75,55,42,27
50,5,78,52,27
76,82,59,44,67
19,30,2,23,87
1,89,93,22,13
58,72,74,47,10
46,65,76,71,9
73,77,14,45,35
92,54,85,90,12
49,94,46,92,96
85,10,63,24,30
73,3,46,81,6
86,32,82,9,95
97,45,25,97,23
91,42,51,39,99
44,48,84,12,39
78,92,36,95,80
9,61,17,1,37
51,46,98,55,68
11,60,68,26,66
52,75,98,98,55
66,43,24,20,16
92,52,60,52,51
67,57,56,80,99
46,64,53,88,91
68,5,18,50,89
18,91,61,8,58
51,17,100,43,44
91,76,82,68,23
45,9,48,66,31
6,2,86,69,81
46,0,72,37,86
32,21,84,55,5
42,1,6,6,30
41,22,43,63,47
49,73,8,62,31
57,46,37,1,100
15,16,32,39,16
71,94,64,62,57
79,53,20,54,85
44,23,98,82,29
80,63,48,99,4
5,8,28,38,46
80,20,35,64,50
57,31,5,17,12
78,7,19,14,5
86,69,46,31,93
81,89,91,35,89
42,12,40,10,27
81,3,35,65,37
76,12,58,76,70
37,28,12,84,75
51,62,90,44,57
97,10,21,39,19
91,84,2,43,80
48,42,21,94,32
9,46,8,5,29
52,97,11,64,17
75,86,72,46,58
49,23,24,80,51
19,41,39,49,70
17,16,17,87,78
11,55,56,99,54
52,18,2,38,90
19,73,74,65,81
19,25,85,26,55
87,72,22,64,24
28,19,19,20,74
37,19,31,5,82
66,11,75,34,79
3,5,60,27,79
91,92,60,12,94
47,75,75,52,42
16,65,62,40,5
5,83,68,52,6
17,26,48,75,31
32,23,7,4,94
92,61,75,47,86
39,60,38,4,59
2,92,39,100,47
90,26,56,24,72
56,56,12,97,66
28,60,7,80,22
50,12,22,31,2
31,53,32,11,30
15,75,36,79,10
74,70,0,43,1
79,61,20,62,82
87,67,86,92,45
59,90,19,81,90
82,84,20,90,42
97,72,35,3,15
7,54,93,26,3
74,23,76,47,8
6,50,90,0,72
99,18,95,45,76
86,52,31,76,47
64,9,53,99,38
41,29,27,8,51
14,92,59,65,50
40,70,8,87,13
91,2,53,89,71
42,36,79,38,64
43,44,72,96,72
60,90,66,51,27
57,55,1,9,83
90,22,14,79,71
56,72,2,33,50
0,54,3,45,28
58,55,98,37,18
68,52,82,2,16
70,18,60,38,69
8,66,32,79,60
100,47,3,23,42
20,35,95,85,55
6,32,22,22,68
22,24,45,49,85
29,47,77,10,3
98,27,82,72,70
69,18,9,63,74
47,48,18,76,13
58,62,46,93,12
41,25,65,75,48
29,10,96,36,13
33,23,26,34,20
10,89,23,99,96
46,48,57,30,49
7,55,48,71,71
77,10,19,48,93
92,65,23,74,97
15,78,35,29,97
71,37,51,31,62
59,67,88,72,72
57,91,48,53,88
2,72,49,18,21
67,16,67,24,76
61,90,69,71,60
30,13,53,88,70
32,93,41,30,0
2,62,28,7,49
98,96,16,96,67
66,76,85,95,78
35,87,37,69,44
62,23,10,80,27
77,47,0,97,16
19,40,95,79,97
29,41,24,24,50
36,21,61,63,20
72,88,7,50,16
78,3,71,28,60
96,22,88,78,49
25,85,97,32,60
70,63,46,66,71
19,25,81,24,44
72,94,86,33,27
53,92,39,19,47
78,26,43,73,8
87,24,59,20,28
17,79,10,86,5
47,9,14,63,48
13,32,22,50,32
66,93,44,96,12
26,92,62,44,76
14,44,40,61,22
83,68,100,88,69
24,29,9,55,94
54,36,94,48,60
29,59,76,95,69
80,35,26,14,11
27,30,21,44,17
99,75,49,74,71
13,6,68,84,21
10,50,85,0,52
82,86,14,100,4
7,52,49,0,78
7,64,56,45,27
85,16,44,80,34
62,77,31,74,74
15,90,17,29,21
21,6,76,44,78
33,5,3,23,50
56,39,3,38,2
48,36,36,64,20
73,67,2,41,29
46,41,33,64,70
45,32,51,53,93
89,47,19,17,11
34,47,3,83,89
56,69,44,53,38
38,77,60,22,27
15,96,48,6,89
45,36,66,29,45
59,1,50,47,48
89,5,39,61,92
56,74,72,96,22
83,92,38,72,85
24,37,65,89,51
41,87,71,76,52
72,24,73,47,54
44,70,66,74,91
4,87,79,62,70
78,97,59,93,76
87,73,29,72,25
65,48,31,21,5
71,10,34,83,44
27,98,57,7,82
70,69,39,44,61
8,49,59,82,4
66,91,20,57,66
29,9,87,17,5
0,10,78,98,8
12,54,33,45,86
91,44,3,20,90
29,29,67,60,32
8,86,15,22,2
4,92,58,66,0
55,83,41,89,33
58,18,33,52,69
12,61,79,58,38
97,91,25,48,13
64,100,27,25,24
29,32,70,47,94
13,57,2,31,5
9,31,6,46,85
46,88,78,84,29
73,25,66,27,90
29,56,9,62,52
44,99,51,37,84
36,40,41,59,60
77,13,85,65,52
31,83,23,11,25
35,23,75,59,12
11,58,86,83,1
80,66,10,1,91
16,31,99,8,11
42,70,97,76,20
55,0,81,27,12
89,88,24,17,67
76,30,57,8,26
57,68,47,63,14
39,4,30,40,26
51,93,86,17,38
68,38,42,74,1
61,90,14,98,87
89,42,84,57,6
58,54,84,36,19
43,81,88,41,23
7,15,96,5,33
55,19,42,49,99
12,71,84,73,89
63,5,71,44,60
62,72,74,40,2
68,23,84,24,61
95,38,54,9,54
58,56,80,16,39
88,52,55,85,28
59,35,86,54,8
96,24,38,6,85
62,9,3,37,6
21,35,87,17,13
11,18,23,92,29
48,84,38,4,52
85,40,93,47,60
76,57,60,22,65
67,48,73,22,77
39,37,9,82,81
10,82,25,63,64
62,25,31,51,35
20,76,65,90,76
28,98,84,98,48
97,26,47,72,86
47,8,27,16,77
84,97,77,34,78
62,31,15,99,87
90,1,20,12,2
8,25,57,21,44
88,77,61,23,87
17,43,51,90,10
39,37,25,64,10
9,27,48,27,18
89,74,42,2,17
60,23,37,65,28
76,44,16,6,94
76,25,94,64,83
64,79,86,18,5
33,34,95,74,65
78,19,75,90,73
20,19,69,69,54
41,79,6,96,97
80,61,51,73,91
56,90,60,56,11
80,93,8,0,38
44,53,13,55,88
66,67,55,90,33
20,74,30,100,2
3,41,8,74,1
65,65,96,65,80
0,62,17,14,84
49,83,7,29,58
97,37,85,19,87
79,92,34,34,57
22,58,9,11,80
93,91,10,99,70
72,77,39,13,8
19,3,36,93,85
14,81,81,30,80
56,53,75,79,82
55,57,92,53,50
95,58,79,10,90
74,52,26,100,31
77,50,90,11,40
63,34,90,97,36
29,3,5,28,97
13,56,3,75,69
8,66,47,2,62
10,28,41,25,41
58,19,69,16,79
35,7,50,70,43
92,29,37,77,99
51,42,100,88,46
34,37,60,53,52
82,22,20,63,30
97,82,45,29,69
72,6,45,4,86
35,19,43,96,96
75,63,24,25,95
93,23,25,68,1
3,14,81,80,57
29,54,49,55,13
60,56,9,11,43
46,27,87,45,67
3,45,22,15,67
13,67,18,33,36
24,85,96,38,57
7,49,96,3,100
71,83,71,3,40
76,71,66,78,11
64,75,85,97,96
23,85,70,92,23
84,3,42,31,42
67,3,5,30,29
53,61,38,38,21
97,33,21,2,41
93,93,1,46,24
77,61,6,93,55
82,53,22,22,49
53,65,83,77,53
